t,x,y,z,qw,qx,qy,qz,gripper_trigger
16.265,-0.00997878,0.0185792,0.166383,0.446778,-0.528311,-0.445546,0.568125,0
16.27,-0.00997878,0.0185792,0.166383,0.446421,-0.528013,-0.445813,0.568473,0
16.275,-0.00997878,0.0185792,0.166383,0.446421,-0.528013,-0.445813,0.568473,0
16.28,-0.00997878,0.0185792,0.166383,0.446415,-0.528595,-0.445208,0.56841,0
16.285,-0.00997878,0.0185792,0.166383,0.446778,-0.528311,-0.445546,0.568125,0
16.29,-0.00992583,0.0185854,0.166372,0.446778,-0.528311,-0.445546,0.568125,0
16.2951,-0.00992583,0.0185854,0.166372,0.446057,-0.528298,-0.445476,0.568758,0
16.3,-0.00992583,0.0185854,0.166372,0.446421,-0.528013,-0.445813,0.568473,0
16.305,-0.00992583,0.0185854,0.166372,0.446421,-0.528013,-0.445813,0.568473,0
16.31,-0.00992583,0.0185854,0.166372,0.446421,-0.528013,-0.445813,0.568473,0
16.315,-0.00992583,0.0185854,0.166372,0.446415,-0.528595,-0.445208,0.56841,0
16.32,-0.00992583,0.0185854,0.166372,0.446778,-0.528311,-0.445546,0.568125,0
16.325,-0.00992583,0.0185854,0.166372,0.446778,-0.528311,-0.445546,0.568125,0
16.33,-0.00992583,0.0185854,0.166372,0.446778,-0.528311,-0.445546,0.568125,0
16.335,-0.00993349,0.0186506,0.166372,0.446312,-0.528105,-0.445697,0.568564,0
16.34,-0.00993349,0.0186506,0.166372,0.446312,-0.528105,-0.445697,0.568564,0
16.345,-0.00993349,0.0186506,0.166372,0.446312,-0.528105,-0.445697,0.568564,0
16.35,-0.00988055,0.0186568,0.166361,0.446312,-0.528105,-0.445697,0.568564,0
16.355,-0.00988055,0.0186568,0.166361,0.446312,-0.528105,-0.445697,0.568564,0
16.36,-0.00988055,0.0186568,0.166361,0.446312,-0.528105,-0.445697,0.568564,0
16.365,-0.00988055,0.0186568,0.166361,0.445954,-0.527807,-0.445963,0.568912,0
16.37,-0.00988055,0.0186568,0.166361,0.445999,-0.528419,-0.446035,0.568252,0
16.375,-0.00988055,0.0186568,0.166361,0.445278,-0.528407,-0.445964,0.568884,0
16.38,-0.00988055,0.0186568,0.166361,0.445642,-0.528122,-0.446302,0.5686,0
16.385,-0.00988055,0.0186568,0.166361,0.445642,-0.528122,-0.446302,0.5686,0
16.39,-0.00988055,0.0186568,0.166361,0.445642,-0.528122,-0.446302,0.5686,0
16.395,-0.00988055,0.0186568,0.166361,0.445642,-0.528122,-0.446302,0.5686,0
16.4,-0.00988055,0.0186568,0.166361,0.445642,-0.528122,-0.446302,0.5686,0
16.4052,-0.00988055,0.0186568,0.166361,0.445642,-0.528122,-0.446302,0.5686,0
16.41,-0.00988055,0.0186568,0.166361,0.445642,-0.528122,-0.446302,0.5686,0
16.415,-0.00988055,0.0186568,0.166361,0.445642,-0.528122,-0.446302,0.5686,0
16.42,-0.00988055,0.0186568,0.166361,0.445642,-0.528122,-0.446302,0.5686,0
16.425,-0.00988055,0.0186568,0.166361,0.445642,-0.528122,-0.446302,0.5686,0
16.43,-0.00982762,0.018663,0.16635,0.445284,-0.527823,-0.446568,0.568947,0
16.435,-0.00982762,0.018663,0.16635,0.445284,-0.527823,-0.446568,0.568947,0
16.44,-0.00982762,0.018663,0.16635,0.444972,-0.528137,-0.446907,0.568634,0
16.445,-0.00983531,0.0187282,0.16635,0.444863,-0.528229,-0.44679,0.568726,0
16.45,-0.00983531,0.0187282,0.16635,0.445176,-0.527915,-0.446451,0.569039,0
16.455,-0.00983531,0.0187282,0.16635,0.444863,-0.528229,-0.44679,0.568726,0
16.46,-0.00983531,0.0187282,0.16635,0.444863,-0.528229,-0.44679,0.568726,0
16.465,-0.00983531,0.0187282,0.16635,0.445176,-0.527915,-0.446451,0.569039,0
16.47,-0.00983531,0.0187282,0.16635,0.444863,-0.528229,-0.44679,0.568726,0
16.475,-0.00983531,0.0187282,0.16635,0.445176,-0.527915,-0.446451,0.569039,0
16.48,-0.00983531,0.0187282,0.16635,0.444863,-0.528229,-0.44679,0.568726,0
16.4851,-0.00983531,0.0187282,0.16635,0.444863,-0.528229,-0.44679,0.568726,0
16.49,-0.00983531,0.0187282,0.16635,0.444863,-0.528229,-0.44679,0.568726,0
16.495,-0.00984302,0.0187934,0.16635,0.444754,-0.52832,-0.446674,0.568818,0
16.5,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.505,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.51,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.515,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.52,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.525,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.53,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.5351,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.54,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.545,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.55,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.555,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.5601,-0.0097901,0.0187997,0.166339,0.445067,-0.528007,-0.446334,0.569131,0
16.5651,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.57,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.575,-0.0097901,0.0187997,0.166339,0.444754,-0.52832,-0.446674,0.568818,0
16.5801,-0.0097901,0.0187997,0.166339,0.445067,-0.528007,-0.446334,0.569131,0
16.585,-0.0097901,0.0187997,0.166339,0.445067,-0.528007,-0.446334,0.569131,0
16.59,-0.00973718,0.0188059,0.166328,0.445067,-0.528007,-0.446334,0.569131,0
16.5951,-0.00973718,0.0188059,0.166328,0.445067,-0.528007,-0.446334,0.569131,0
16.6001,-0.00973718,0.0188059,0.166328,0.445067,-0.528007,-0.446334,0.569131,0
16.605,-0.00973718,0.0188059,0.166328,0.445067,-0.528007,-0.446334,0.569131,0
16.61,-0.00974492,0.0188712,0.166328,0.444959,-0.528098,-0.446218,0.569222,0
16.6151,-0.00974492,0.0188712,0.166328,0.444959,-0.528098,-0.446218,0.569222,0
16.62,-0.00974492,0.0188712,0.166328,0.444959,-0.528098,-0.446218,0.569222,0
16.6251,-0.00974492,0.0188712,0.166328,0.444959,-0.528098,-0.446218,0.569222,0
16.63,-0.00974492,0.0188712,0.166328,0.444959,-0.528098,-0.446218,0.569222,0
16.635,-0.00974492,0.0188712,0.166328,0.444959,-0.528098,-0.446218,0.569222,0
16.64,-0.00974492,0.0188712,0.166328,0.444959,-0.528098,-0.446218,0.569222,0
16.645,-0.00974492,0.0188712,0.166328,0.444959,-0.528098,-0.446218,0.569222,0
16.65,-0.00974492,0.0188712,0.166328,0.444959,-0.528098,-0.446218,0.569222,0
16.6551,-0.00969201,0.0188774,0.166317,0.444959,-0.528098,-0.446218,0.569222,0
16.6601,-0.00969201,0.0188774,0.166317,0.445271,-0.527784,-0.445879,0.569534,0
16.665,-0.00969201,0.0188774,0.166317,0.445271,-0.527784,-0.445879,0.569534,0
16.67,-0.00969201,0.0188774,0.166317,0.445271,-0.527784,-0.445879,0.569534,0
16.675,-0.00969201,0.0188774,0.166317,0.445271,-0.527784,-0.445879,0.569534,0
16.68,-0.00969201,0.0188774,0.166317,0.445271,-0.527784,-0.445879,0.569534,0
16.685,-0.0096391,0.0188837,0.166306,0.445271,-0.527784,-0.445879,0.569534,0
16.69,-0.0096391,0.0188837,0.166306,0.445271,-0.527784,-0.445879,0.569534,0
16.695,-0.0096391,0.0188837,0.166306,0.445271,-0.527784,-0.445879,0.569534,0
16.7,-0.0096391,0.0188837,0.166306,0.445271,-0.527784,-0.445879,0.569534,0
16.705,-0.0095862,0.01889,0.166295,0.445584,-0.52747,-0.445539,0.569847,0
16.71,-0.0095862,0.01889,0.166295,0.445584,-0.52747,-0.445539,0.569847,0
16.715,-0.0095862,0.01889,0.166295,0.445584,-0.52747,-0.445539,0.569847,0
16.72,-0.0095862,0.01889,0.166295,0.445584,-0.52747,-0.445539,0.569847,0
16.725,-0.0095333,0.0188963,0.166284,0.445584,-0.52747,-0.445539,0.569847,0
16.73,-0.0095333,0.0188963,0.166284,0.445896,-0.527156,-0.4452,0.570158,0
16.735,-0.0095333,0.0188963,0.166284,0.445896,-0.527156,-0.4452,0.570158,0
16.74,-0.0095333,0.0188963,0.166284,0.445896,-0.527156,-0.4452,0.570158,0
16.745,-0.00948041,0.0189026,0.166273,0.445896,-0.527156,-0.4452,0.570158,0
16.75,-0.00948041,0.0189026,0.166273,0.446208,-0.526841,-0.44486,0.57047,0
16.755,-0.00948041,0.0189026,0.166273,0.446208,-0.526841,-0.44486,0.57047,0
16.76,-0.00948041,0.0189026,0.166273,0.446208,-0.526841,-0.44486,0.57047,0
16.765,-0.00948041,0.0189026,0.166273,0.446208,-0.526841,-0.44486,0.57047,0
16.7701,-0.00948041,0.0189026,0.166273,0.446208,-0.526841,-0.44486,0.57047,0
16.775,-0.00942752,0.0189089,0.166262,0.446208,-0.526841,-0.44486,0.57047,0
16.7801,-0.00942752,0.0189089,0.166262,0.44652,-0.526527,-0.444521,0.570781,0
16.785,-0.00942752,0.0189089,0.166262,0.44652,-0.526527,-0.444521,0.570781,0
16.79,-0.00942752,0.0189089,0.166262,0.44652,-0.526527,-0.444521,0.570781,0
16.795,-0.00942752,0.0189089,0.166262,0.44652,-0.526527,-0.444521,0.570781,0
16.8,-0.00937463,0.0189152,0.166251,0.44652,-0.526527,-0.444521,0.570781,0
16.8051,-0.00938242,0.0189806,0.166251,0.44677,-0.526916,-0.444138,0.570524,0
16.81,-0.00938242,0.0189806,0.166251,0.446411,-0.526619,-0.444403,0.570872,0
16.815,-0.00938242,0.0189806,0.166251,0.446411,-0.526619,-0.444403,0.570872,0
16.82,-0.00938242,0.0189806,0.166251,0.44677,-0.526916,-0.444138,0.570524,0
16.825,-0.00932955,0.0189869,0.16624,0.44677,-0.526916,-0.444138,0.570524,0
16.83,-0.00932955,0.0189869,0.16624,0.447082,-0.526601,-0.443798,0.570835,0
16.835,-0.00932955,0.0189869,0.16624,0.44677,-0.526916,-0.444138,0.570524,0
16.84,-0.00932955,0.0189869,0.16624,0.446723,-0.526304,-0.444063,0.571184,0
16.845,-0.00932955,0.0189869,0.16624,0.447082,-0.526601,-0.443798,0.570835,0
16.85,-0.00927667,0.0189932,0.166228,0.447082,-0.526601,-0.443798,0.570835,0
16.855,-0.00927667,0.0189932,0.166228,0.447082,-0.526601,-0.443798,0.570835,0
16.86,-0.00927667,0.0189932,0.166228,0.447082,-0.526601,-0.443798,0.570835,0
16.865,-0.00927667,0.0189932,0.166228,0.447082,-0.526601,-0.443798,0.570835,0
16.87,-0.00927667,0.0189932,0.166228,0.447082,-0.526601,-0.443798,0.570835,0
16.875,-0.00927667,0.0189932,0.166228,0.447082,-0.526601,-0.443798,0.570835,0
16.88,-0.0092238,0.0189995,0.166217,0.447393,-0.526286,-0.443458,0.571145,0
16.885,-0.0092238,0.0189995,0.166217,0.447393,-0.526286,-0.443458,0.571145,0
16.89,-0.0092238,0.0189995,0.166217,0.447752,-0.526582,-0.443193,0.570797,0
16.895,-0.0092238,0.0189995,0.166217,0.447752,-0.526582,-0.443193,0.570797,0
16.9,-0.0092238,0.0189995,0.166217,0.447752,-0.526582,-0.443193,0.570797,0
16.905,-0.0092238,0.0189995,0.166217,0.447752,-0.526582,-0.443193,0.570797,0
16.91,-0.0092238,0.0189995,0.166217,0.447752,-0.526582,-0.443193,0.570797,0
16.915,-0.00917094,0.0190058,0.166206,0.447752,-0.526582,-0.443193,0.570797,0
16.92,-0.00917094,0.0190058,0.166206,0.447752,-0.526582,-0.443193,0.570797,0
16.925,-0.00917094,0.0190058,0.166206,0.447752,-0.526582,-0.443193,0.570797,0
16.93,-0.00917094,0.0190058,0.166206,0.447752,-0.526582,-0.443193,0.570797,0
16.935,-0.00917094,0.0190058,0.166206,0.448064,-0.526267,-0.442853,0.571107,0
16.94,-0.00917094,0.0190058,0.166206,0.448064,-0.526267,-0.442853,0.571107,0
16.945,-0.00917094,0.0190058,0.166206,0.448064,-0.526267,-0.442853,0.571107,0
16.95,-0.00917094,0.0190058,0.166206,0.448422,-0.526563,-0.442589,0.570757,0
16.955,-0.00917094,0.0190058,0.166206,0.448422,-0.526563,-0.442589,0.570757,0
16.96,-0.00917094,0.0190058,0.166206,0.448422,-0.526563,-0.442589,0.570757,0
16.965,-0.00917094,0.0190058,0.166206,0.448422,-0.526563,-0.442589,0.570757,0
16.97,-0.00917094,0.0190058,0.166206,0.448734,-0.526247,-0.442249,0.571067,0
16.975,-0.00917094,0.0190058,0.166206,0.448422,-0.526563,-0.442589,0.570757,0
16.98,-0.00917094,0.0190058,0.166206,0.448422,-0.526563,-0.442589,0.570757,0
16.985,-0.00917094,0.0190058,0.166206,0.448734,-0.526247,-0.442249,0.571067,0
16.99,-0.00917094,0.0190058,0.166206,0.448734,-0.526247,-0.442249,0.571067,0
16.995,-0.00917094,0.0190058,0.166206,0.448734,-0.526247,-0.442249,0.571067,0
17,-0.00917094,0.0190058,0.166206,0.448734,-0.526247,-0.442249,0.571067,0
17.005,-0.00917094,0.0190058,0.166206,0.448734,-0.526247,-0.442249,0.571067,0
17.01,-0.00917094,0.0190058,0.166206,0.448734,-0.526247,-0.442249,0.571067,0
17.015,-0.00917094,0.0190058,0.166206,0.448734,-0.526247,-0.442249,0.571067,0
17.02,-0.00917094,0.0190058,0.166206,0.448734,-0.526247,-0.442249,0.571067,0
17.025,-0.00917094,0.0190058,0.166206,0.448734,-0.526247,-0.442249,0.571067,0
17.03,-0.00917094,0.0190058,0.166206,0.449093,-0.526543,-0.441984,0.570718,0
17.035,-0.00917094,0.0190058,0.166206,0.449093,-0.526543,-0.441984,0.570718,0
17.04,-0.00917094,0.0190058,0.166206,0.449093,-0.526543,-0.441984,0.570718,0
17.045,-0.00917094,0.0190058,0.166206,0.449405,-0.526226,-0.441644,0.571027,0
17.05,-0.00917094,0.0190058,0.166206,0.449093,-0.526543,-0.441984,0.570718,0
17.055,-0.00917094,0.0190058,0.166206,0.449093,-0.526543,-0.441984,0.570718,0
17.06,-0.00917094,0.0190058,0.166206,0.449093,-0.526543,-0.441984,0.570718,0
17.065,-0.00917094,0.0190058,0.166206,0.449093,-0.526543,-0.441984,0.570718,0
17.07,-0.00917094,0.0190058,0.166206,0.449093,-0.526543,-0.441984,0.570718,0
17.075,-0.00917094,0.0190058,0.166206,0.449405,-0.526226,-0.441644,0.571027,0
17.08,-0.00917094,0.0190058,0.166206,0.449093,-0.526543,-0.441984,0.570718,0
17.085,-0.00917094,0.0190058,0.166206,0.449405,-0.526226,-0.441644,0.571027,0
17.09,-0.00917094,0.0190058,0.166206,0.449405,-0.526226,-0.441644,0.571027,0
17.095,-0.00917094,0.0190058,0.166206,0.449093,-0.526543,-0.441984,0.570718,0
17.1,-0.00917094,0.0190058,0.166206,0.449093,-0.526543,-0.441984,0.570718,0
17.105,-0.00917094,0.0190058,0.166206,0.449093,-0.526543,-0.441984,0.570718,0
17.11,-0.00911808,0.0190121,0.166195,0.449093,-0.526543,-0.441984,0.570718,0
17.115,-0.00911808,0.0190121,0.166195,0.449093,-0.526543,-0.441984,0.570718,0
17.12,-0.00911808,0.0190121,0.166195,0.449093,-0.526543,-0.441984,0.570718,0
17.125,-0.00911808,0.0190121,0.166195,0.449093,-0.526543,-0.441984,0.570718,0
17.1301,-0.00911808,0.0190121,0.166195,0.449093,-0.526543,-0.441984,0.570718,0
17.135,-0.00911808,0.0190121,0.166195,0.449451,-0.526838,-0.441719,0.570368,0
17.14,-0.00911808,0.0190121,0.166195,0.449451,-0.526838,-0.441719,0.570368,0
17.145,-0.00911808,0.0190121,0.166195,0.449763,-0.526522,-0.441379,0.570677,0
17.1501,-0.00911808,0.0190121,0.166195,0.449451,-0.526838,-0.441719,0.570368,0
17.155,-0.00911808,0.0190121,0.166195,0.449451,-0.526838,-0.441719,0.570368,0
17.16,-0.00911808,0.0190121,0.166195,0.449451,-0.526838,-0.441719,0.570368,0
17.165,-0.00911808,0.0190121,0.166195,0.449451,-0.526838,-0.441719,0.570368,0
17.17,-0.00911808,0.0190121,0.166195,0.449763,-0.526522,-0.441379,0.570677,0
17.175,-0.00911808,0.0190121,0.166195,0.449451,-0.526838,-0.441719,0.570368,0
17.1801,-0.00911808,0.0190121,0.166195,0.449451,-0.526838,-0.441719,0.570368,0
17.1851,-0.00911808,0.0190121,0.166195,0.449451,-0.526838,-0.441719,0.570368,0
17.1901,-0.00911808,0.0190121,0.166195,0.449451,-0.526838,-0.441719,0.570368,0
17.195,-0.00911808,0.0190121,0.166195,0.449763,-0.526522,-0.441379,0.570677,0
17.2,-0.00911808,0.0190121,0.166195,0.449763,-0.526522,-0.441379,0.570677,0
17.205,-0.00911808,0.0190121,0.166195,0.449763,-0.526522,-0.441379,0.570677,0
17.21,-0.00911808,0.0190121,0.166195,0.449763,-0.526522,-0.441379,0.570677,0
17.215,-0.00911808,0.0190121,0.166195,0.449763,-0.526522,-0.441379,0.570677,0
17.22,-0.00911808,0.0190121,0.166195,0.449763,-0.526522,-0.441379,0.570677,0
17.2251,-0.00911808,0.0190121,0.166195,0.449763,-0.526522,-0.441379,0.570677,0
17.2301,-0.00911808,0.0190121,0.166195,0.450075,-0.526205,-0.44104,0.570986,0
17.235,-0.00911808,0.0190121,0.166195,0.450075,-0.526205,-0.44104,0.570986,0
17.24,-0.00906522,0.0190185,0.166184,0.450075,-0.526205,-0.44104,0.570986,0
17.245,-0.00906522,0.0190185,0.166184,0.450075,-0.526205,-0.44104,0.570986,0
17.25,-0.00906522,0.0190185,0.166184,0.450434,-0.5265,-0.440775,0.570636,0
17.255,-0.00901237,0.0190248,0.166172,0.450075,-0.526205,-0.44104,0.570986,0
17.26,-0.00901237,0.0190248,0.166172,0.450434,-0.5265,-0.440775,0.570636,0
17.265,-0.00901237,0.0190248,0.166172,0.450746,-0.526182,-0.440435,0.570944,0
17.27,-0.00895953,0.0190311,0.166161,0.450746,-0.526182,-0.440435,0.570944,0
17.275,-0.00895953,0.0190311,0.166161,0.450746,-0.526182,-0.440435,0.570944,0
17.28,-0.00895953,0.0190311,0.166161,0.450746,-0.526182,-0.440435,0.570944,0
17.285,-0.00895953,0.0190311,0.166161,0.450746,-0.526182,-0.440435,0.570944,0
17.2901,-0.00895953,0.0190311,0.166161,0.450746,-0.526182,-0.440435,0.570944,0
17.295,-0.00895953,0.0190311,0.166161,0.451057,-0.525865,-0.440096,0.571253,0
17.3001,-0.00895953,0.0190311,0.166161,0.451057,-0.525865,-0.440096,0.571253,0
17.305,-0.00890668,0.0190374,0.16615,0.451057,-0.525865,-0.440096,0.571253,0
17.31,-0.00890668,0.0190374,0.16615,0.451057,-0.525865,-0.440096,0.571253,0
17.315,-0.00890668,0.0190374,0.16615,0.451057,-0.525865,-0.440096,0.571253,0
17.32,-0.00890668,0.0190374,0.16615,0.451416,-0.526159,-0.439831,0.570902,0
17.3251,-0.00890169,0.019038,0.166095,0.45116,-0.52576,-0.439991,0.571348,0
17.33,-0.00884885,0.0190443,0.166084,0.451519,-0.526054,-0.439727,0.570997,0
17.335,-0.00884885,0.0190443,0.166084,0.45116,-0.52576,-0.439991,0.571348,0
17.34,-0.00884885,0.0190443,0.166084,0.451519,-0.526054,-0.439727,0.570997,0
17.345,-0.00884885,0.0190443,0.166084,0.451519,-0.526054,-0.439727,0.570997,0
17.35,-0.00879602,0.0190506,0.166073,0.451519,-0.526054,-0.439727,0.570997,0
17.355,-0.00879104,0.0190512,0.166019,0.451621,-0.52595,-0.439623,0.571093,0
17.36,-0.00879104,0.0190512,0.166019,0.451621,-0.52595,-0.439623,0.571093,0
17.365,-0.00873821,0.0190575,0.166007,0.451621,-0.52595,-0.439623,0.571093,0
17.37,-0.00873821,0.0190575,0.166007,0.451621,-0.52595,-0.439623,0.571093,0
17.375,-0.00873326,0.0190581,0.165953,0.451725,-0.525844,-0.439519,0.571188,0
17.3801,-0.00873326,0.0190581,0.165953,0.451725,-0.525844,-0.439519,0.571188,0
17.3851,-0.00868044,0.0190644,0.165942,0.451725,-0.525844,-0.439519,0.571188,0
17.39,-0.00868044,0.0190644,0.165942,0.452083,-0.526139,-0.439254,0.570837,0
17.395,-0.00868044,0.0190644,0.165942,0.452083,-0.526139,-0.439254,0.570837,0
17.4,-0.00868044,0.0190644,0.165942,0.452083,-0.526139,-0.439254,0.570837,0
17.405,-0.00868044,0.0190644,0.165942,0.452083,-0.526139,-0.439254,0.570837,0
17.41,-0.00862268,0.0190713,0.165876,0.452186,-0.526034,-0.43915,0.570933,0
17.415,-0.00862268,0.0190713,0.165876,0.452186,-0.526034,-0.43915,0.570933,0
17.42,-0.00862268,0.0190713,0.165876,0.452186,-0.526034,-0.43915,0.570933,0
17.425,-0.00861777,0.0190719,0.165822,0.452288,-0.525929,-0.439046,0.571028,0
17.4301,-0.00861777,0.0190719,0.165822,0.452288,-0.525929,-0.439046,0.571028,0
17.435,-0.00861289,0.0190725,0.165768,0.452391,-0.525824,-0.438941,0.571124,0
17.44,-0.00861289,0.0190725,0.165768,0.452391,-0.525824,-0.438941,0.571124,0
17.445,-0.00860802,0.019073,0.165714,0.452851,-0.526014,-0.438572,0.570868,0
17.45,-0.00860802,0.019073,0.165714,0.452851,-0.526014,-0.438572,0.570868,0
17.455,-0.00860802,0.019073,0.165714,0.452851,-0.526014,-0.438572,0.570868,0
17.46,-0.00855036,0.0190799,0.165648,0.452954,-0.525909,-0.438467,0.570963,0
17.465,-0.00855036,0.0190799,0.165648,0.452954,-0.525909,-0.438467,0.570963,0
17.47,-0.00855036,0.0190799,0.165648,0.452954,-0.525909,-0.438467,0.570963,0
17.475,-0.00849755,0.0190862,0.165637,0.452954,-0.525909,-0.438467,0.570963,0
17.48,-0.00849755,0.0190862,0.165637,0.452954,-0.525909,-0.438467,0.570963,0
17.485,-0.00849273,0.0190868,0.165583,0.453056,-0.525804,-0.438363,0.571059,0
17.49,-0.00843992,0.0190931,0.165571,0.453056,-0.525804,-0.438363,0.571059,0
17.495,-0.00843992,0.0190931,0.165571,0.453414,-0.526098,-0.438097,0.570708,0
17.5,-0.00843992,0.0190931,0.165571,0.453414,-0.526098,-0.438097,0.570708,0
17.505,-0.00839019,0.0191658,0.165505,0.453409,-0.526086,-0.437875,0.570893,0
17.51,-0.00839019,0.0191658,0.165505,0.453409,-0.526086,-0.437875,0.570893,0
17.515,-0.00839019,0.0191658,0.165505,0.453409,-0.526086,-0.437875,0.570893,0
17.52,-0.0083374,0.0191721,0.165494,0.453409,-0.526086,-0.437875,0.570893,0
17.525,-0.00833262,0.0191727,0.16544,0.453868,-0.526276,-0.437505,0.570637,0
17.53,-0.00833262,0.0191727,0.16544,0.453868,-0.526276,-0.437505,0.570637,0
17.535,-0.00828773,0.0192448,0.165428,0.453448,-0.526688,-0.437727,0.570421,0
17.54,-0.00828773,0.0192448,0.165428,0.453448,-0.526688,-0.437727,0.570421,0
17.545,-0.00823495,0.0192512,0.165417,0.453448,-0.526688,-0.437727,0.570421,0
17.55,-0.00823495,0.0192512,0.165417,0.453448,-0.526688,-0.437727,0.570421,0
17.555,-0.00823495,0.0192512,0.165417,0.453448,-0.526688,-0.437727,0.570421,0
17.56,-0.00823495,0.0192512,0.165417,0.453448,-0.526688,-0.437727,0.570421,0
17.565,-0.00818217,0.0192575,0.165405,0.453448,-0.526688,-0.437727,0.570421,0
17.57,-0.00818217,0.0192575,0.165405,0.453805,-0.526982,-0.437461,0.570069,0
17.575,-0.00819011,0.0193234,0.165405,0.453697,-0.527076,-0.437343,0.570159,0
17.58,-0.00819011,0.0193234,0.165405,0.453697,-0.527076,-0.437343,0.570159,0
17.585,-0.00818535,0.0193239,0.165351,0.453799,-0.526971,-0.437239,0.570255,0
17.59,-0.00818535,0.0193239,0.165351,0.453799,-0.526971,-0.437239,0.570255,0
17.595,-0.00813258,0.0193303,0.165339,0.453486,-0.527291,-0.437578,0.569948,0
17.6,-0.00813258,0.0193303,0.165339,0.453486,-0.527291,-0.437578,0.569948,0
17.605,-0.00813258,0.0193303,0.165339,0.454207,-0.527305,-0.437648,0.569306,0
17.61,-0.00813258,0.0193303,0.165339,0.453486,-0.527291,-0.437578,0.569948,0
17.6151,-0.00807982,0.0193367,0.165328,0.453843,-0.527585,-0.437311,0.569597,0
17.62,-0.00807982,0.0193367,0.165328,0.45353,-0.527904,-0.43765,0.569289,0
17.625,-0.00807982,0.0193367,0.165328,0.45353,-0.527904,-0.43765,0.569289,0
17.63,-0.00807982,0.0193367,0.165328,0.45353,-0.527904,-0.43765,0.569289,0
17.635,-0.00807508,0.0193372,0.165273,0.453632,-0.5278,-0.437545,0.569385,0
17.64,-0.00807508,0.0193372,0.165273,0.453319,-0.528119,-0.437884,0.569078,0
17.645,-0.00807508,0.0193372,0.165273,0.453319,-0.528119,-0.437884,0.569078,0
17.65,-0.00807508,0.0193372,0.165273,0.453683,-0.527838,-0.438221,0.568789,0
17.655,-0.00807508,0.0193372,0.165273,0.453006,-0.528437,-0.438221,0.568771,0
17.66,-0.00807508,0.0193372,0.165273,0.453006,-0.528437,-0.438221,0.568771,0
17.665,-0.00807508,0.0193372,0.165273,0.453725,-0.528452,-0.438292,0.56813,0
17.67,-0.00807508,0.0193372,0.165273,0.453048,-0.529051,-0.438292,0.568113,0
17.675,-0.00807508,0.0193372,0.165273,0.453048,-0.529051,-0.438292,0.568113,0
17.68,-0.00807508,0.0193372,0.165273,0.452693,-0.528756,-0.43856,0.568464,0
17.685,-0.00807508,0.0193372,0.165273,0.453048,-0.529051,-0.438292,0.568113,0
17.69,-0.00807508,0.0193372,0.165273,0.453411,-0.528771,-0.43863,0.567823,0
17.695,-0.00807037,0.0193378,0.165219,0.452837,-0.529266,-0.438525,0.567901,0
17.7,-0.00807833,0.0194037,0.165219,0.452373,-0.529064,-0.438677,0.568342,0
17.705,-0.00807833,0.0194037,0.165219,0.452373,-0.529064,-0.438677,0.568342,0
17.71,-0.00807364,0.0194043,0.165165,0.452831,-0.529255,-0.438304,0.568087,0
17.715,-0.00807364,0.0194043,0.165165,0.452162,-0.529278,-0.43891,0.568131,0
17.7201,-0.00807364,0.0194043,0.165165,0.452162,-0.529278,-0.43891,0.568131,0
17.725,-0.00807364,0.0194043,0.165165,0.452211,-0.529315,-0.439586,0.567534,0
17.7301,-0.00807364,0.0194043,0.165165,0.451848,-0.529596,-0.439248,0.567823,0
17.735,-0.00808164,0.0194702,0.165165,0.451739,-0.529689,-0.439131,0.567913,0
17.74,-0.00808164,0.0194702,0.165165,0.451739,-0.529689,-0.439131,0.567913,0
17.745,-0.00808164,0.0194702,0.165165,0.45107,-0.52971,-0.439738,0.567955,0
17.75,-0.00807697,0.0194708,0.165111,0.451173,-0.529606,-0.439633,0.568051,0
17.755,-0.00807697,0.0194708,0.165111,0.451537,-0.529325,-0.439971,0.567763,0
17.76,-0.00807697,0.0194708,0.165111,0.451173,-0.529606,-0.439633,0.568051,0
17.765,-0.00807697,0.0194708,0.165111,0.451173,-0.529606,-0.439633,0.568051,0
17.77,-0.00807697,0.0194708,0.165111,0.451537,-0.529325,-0.439971,0.567763,0
17.775,-0.00807697,0.0194708,0.165111,0.451223,-0.529642,-0.440309,0.567455,0
